,Job Title,Company,Company Rating,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
565,Android Developer,SOURCEO PTE. LTD.,-1,Employer Provided Salary:$5K - $6K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
566,"Game Developer | Unity, C# | Central","Adecco Personnel
3.7",3.7,-1,Singapore,-1,-1,-1,-1,-1,"['""Salary is good and in time"" (in 45 reviews)', '""Everything good and management supportive."" (in 18 reviews)', '""Good clients and transpire process"" (in 16 reviews)', '""Insurance benefits after 90 days"" (in 11 reviews)', -1]","['""Salary get credited after 5th of every month"" (in 45 reviews)', '""Bad Management and slow improvement process"" (in 18 reviews)', '""No hours and too much traveling"" (in 16 reviews)', '""Poor benefits and chances of moving up."" (in 11 reviews)', -1]"
567,Senior Front End Developer (Web),"Secretlab SG Pte Ltd
4.5",4.5,$79K - $92K (Glassdoor Est.),Singapore,4.4,4.4,4.5,4.2,3.8,"['""High work standards &amp; healthy work hard play hard kind of culture."" (in 2 reviews)', '""Managers are open"" (in 1 reviews)', '""Fast paced and motivated working environment"" (in 1 reviews)', -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
568,Software Engineer (Digital Twin),"Anacle Systems Pte Ltd
4.2",4.2,$59K - $84K (Glassdoor Est.),Queenstown Estate,4.2,4.1,4.1,4.0,3.8,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
569,Software Developer,"EZ-LINK PTE LTD
2.8",2.8,Employer Provided Salary:$5K - $6K,Singapore,2.3,3.0,2.9,2.6,3.5,"['""good working environment and colleagues are friendly."" (in 2 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
570,"Assistant / Associate Professor, Department of Computer Science","DigiPen Institute of Technology Singapore
3.6",3.6,Employer Provided Salary:$6K - $12K,Queenstown Estate,3.2,3.2,3.9,3.4,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
571,Corporate Secretarial Cum Director,Counto,-1,Employer Provided Salary:$2K - $4K,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
572,"Science, Chinese, English, Math Online Teachers Needed! (Work-from-Home)",Grade Solution Learning Centre,-1,Employer Provided Salary:$3K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
573,Vision AI (Computer Vision & ML) Intern,"Cynapse
3.5",3.5,Employer Provided Salary:$1K - $3K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 7 reviews)', '""Good work life balance"" (in 3 reviews)', '""Great working environment"" (in 3 reviews)', '""strong management"" (in 2 reviews)', -1]","['""Low pay, over worked, management do not work well with engineers."" (in 7 reviews)', '""no work life balance"" (in 3 reviews)', '""Management can be improved and team leads should be technically proficient enough"" (in 2 reviews)', '""Lack of structure in top management means lot of flip"" (in 2 reviews)', -1]"
574,AI Engineer for AI Singapore (AI Products),"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
575,"Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)","National University of Singapore
4.1",4.1,$27K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
576,Project Manager (AI Company),"Cynapse
3.5",3.5,Employer Provided Salary:$4K - $6K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 10 reviews)', '""Good work life balance"" (in 5 reviews)', '""strong management"" (in 4 reviews)', '""Great working environment"" (in 4 reviews)', '""High autonomy on projects"" (in 3 reviews)']","['""Pay is below average and the treatment is bad"" (in 10 reviews)', '""no work life balance"" (in 5 reviews)', '""Bad management and project outlook"" (in 4 reviews)', -1, -1]"
577,Senior AI Engineer / AI Engineer (Innovation) for AI Singapore,"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
578,"Research Engineer, AI Red Team",IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
579,"Senior Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)","National University of Singapore
4.1",4.1,$27K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
580,DevOps Engineer (AI Company),"Cynapse
3.5",3.5,Employer Provided Salary:$4K - $6K,Singapore,3.7,2.9,3.7,3.3,3.5,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
581,Head of Data & Analytics Innovation,"PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED
3.8",3.8,Employer Provided Salary:$12K - $17K,Singapore,3.8,3.8,3.8,3.4,3.6,"['""Great employer to work for"" (in 4 reviews)', '""WFH arrangement , work life balance"" (in 3 reviews)', '""Good office location, great benefits"" (in 2 reviews)', -1, -1]","['""Not much bonding with colleagues"" (in 3 reviews)', '""Horrible culture, loads of politics"" (in 3 reviews)', -1, -1, -1]"
582,Software Engineer (AI Verify),IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
583,Software Engineer - BCG X,"Boston Consulting Group
4.3",4.3,-1,Singapore,-1,-1,-1,-1,-1,"['""Very good organization, maintain work life balance"" (in 27 reviews)', '""good salaries for all employees"" (in 20 reviews)', '""Benefits are great, insurance is fully covered"" (in 18 reviews)', '""Employee friendly"" (in 15 reviews)', '""Also great opportunities to work with international and multidisciplinary teams"" (in 14 reviews)']","['""bad work life balance though"" (in 27 reviews)', '""Could do better on the salaries"" (in 20 reviews)', '""Smart employees"" (in 15 reviews)', -1, -1]"
584,Data Scientist - BCG X,"Boston Consulting Group
4.3",4.3,-1,Singapore,-1,-1,-1,-1,-1,"['""Name good on CV and good work/life balance."" (in 149 reviews)', '""Great people that genuinely care"" (in 107 reviews)', '""Great benefits outside of salary"" (in 56 reviews)', '""Great culture and work experience"" (in 92 reviews)', '""Good pay"" (in 69 reviews)']","['""No work life balance is there"" (in 149 reviews)', '""Long working hours(12 hour minimum) with no benefits."" (in 56 reviews)', '""Aggresive culture."" (in 92 reviews)', '""Average pay, longish working hours"" (in 69 reviews)', -1]"
585,Product Manager (AI Verify),IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
586,Senior AI Model Developer & Data Scientist,"UBS AG
3.9",3.9,Employer Provided Salary:$7K - $13K,Singapore,3.6,3.2,4.1,3.6,3.9,"['""Culture and exposure are good"" (in 137 reviews)', '""Great people at the company"" (in 90 reviews)', '""Good salary (compared to peers)"" (in 103 reviews)', '""Hours work life balance is good"" (in 74 reviews)', '""Good benefits and good employees!"" (in 41 reviews)']","['""Culture at office wasn\'t always great."" (in 137 reviews)', '""People are generally unmotivated in Operations; Wage is mediocre; Heavy workload"" (in 90 reviews)', '""low salary not forward"" (in 103 reviews)', '""Work life balance is good"" (in 74 reviews)', '""The base salary might be attractive, but there are little to no additional benefits in a place like this."" (in 41 reviews)']"
587,"Principal Engineer, AI","Airwallex
3.4",3.4,$84K - $140K (Glassdoor Est.),Singapore,3.5,3.5,3.0,2.9,3.0,"['""Great culture Rewarding work Good perks"" (in 12 reviews)', '""Really smart colleagues"" (in 14 reviews)', '""3. We always use the latest technology stack, no historical burden on the code"" (in 10 reviews)', '""Unicorn on the rise with good financial opportunity."" (in 8 reviews)', '""Good internal support and always can get clear guidance from management team, also our product is very strong"" (in 6 reviews)']","['""Bad culture with little concern of wellbeing of employees."" (in 12 reviews)', '""The management team is short"" (in 6 reviews)', -1, -1, -1]"
588,Data Engineer (AWS),"Morgan McKinley
4.2",4.2,Employer Provided Salary:$5K - $9K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Good Career growth"" (in 1 reviews)', '""Good Work culture"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
589,"SEA - Consultant, Technology & Digital Advantage","Boston Consulting Group
4.3",4.3,-1,Singapore,-1,-1,-1,-1,-1,"['""The people at BCG were great and were always there to help when needed."" (in 18 reviews)', '""The firm has an amazing culture"" (in 21 reviews)', '""Great Benefits"" (in 22 reviews)', '""People centric company, work life balance is good, perks are amazing"" (in 14 reviews)', '""Great place to work! perks are good."" (in 14 reviews)']","['""Good benefits and easy transition to the next phase."" (in 22 reviews)', '""No work life balance at all"" (in 14 reviews)', -1, -1, -1]"
590,AI Project Management Intern (AI Company),"Cynapse
3.5",3.5,Employer Provided Salary:$1K - $2K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 10 reviews)', '""Good work life balance"" (in 5 reviews)', '""strong management"" (in 4 reviews)', '""Great working environment"" (in 4 reviews)', '""High autonomy on projects"" (in 3 reviews)']","['""Pay is below average and the treatment is bad"" (in 10 reviews)', '""no work life balance"" (in 5 reviews)', '""Bad management and project outlook"" (in 4 reviews)', -1, -1]"
591,AI Engineer,"TALEO CONSULTING PTE. LTD.
4.4",4.4,Employer Provided Salary:$5K - $13K,Singapore,4.2,4.0,4.5,4.2,4.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
592,AI Engineer (Natural Language Processing)-AI Singapore,"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
593,Product/Platform Specialist - FX & Derivatives,"THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED
3.9",3.9,-1,Singapore,-1,-1,-1,-1,-1,"['""Good for stability and work life balance"" (in 234 reviews)', '""Salary is good"" (in 180 reviews)', '""good work culture and leave policy"" (in 118 reviews)', '""Friendly and helpful management and co"" (in 90 reviews)', '""Good Benefit and package in general"" (in 65 reviews)']","['""There is no work life balance at all!"" (in 234 reviews)', '""Low salary compared to other jobs"" (in 180 reviews)', '""Work culture is bad."" (in 118 reviews)', '""bad management and chaos"" (in 90 reviews)', '""Few benefits"" (in 65 reviews)']"
594,"Principal Consultant, Sustainable Computing",IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
595,"Manager, Data Management, CSI, AP","DHL EXPRESS (SINGAPORE) PTE. LTD.
3.9",3.9,Employer Provided Salary:$8K - $14K,Singapore,3.7,3.6,3.8,3.4,3.6,"['""Good pay good pay good"" (in 25 reviews)', '""Friendly staff and amazing management"" (in 12 reviews)', '""good benefit for the employee"" (in 11 reviews)', '""No need to face traffic jammed at normal hours."" (in 15 reviews)', '""My direct team leader was weak and couldn\'t handle his team, but overall the company was good."" (in 7 reviews)']","['""Comparatively pay is on the lower end"" (in 25 reviews)', '""Biased management"" (in 12 reviews)', '""check it was never consistent due to lack of hours because it all depends on the mail flow and who was going to get sent home for the day if they couldn\'t find a different area for you to work in."" (in 15 reviews)', -1, -1]"
596,Junior Machine Learning Intern,"Cynapse
3.5",3.5,Employer Provided Salary:$1K - $3K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 7 reviews)', '""Good work life balance"" (in 3 reviews)', '""Great working environment"" (in 3 reviews)', '""strong management"" (in 2 reviews)', -1]","['""Low pay, over worked, management do not work well with engineers."" (in 7 reviews)', '""no work life balance"" (in 3 reviews)', '""Management can be improved and team leads should be technically proficient enough"" (in 2 reviews)', '""Lack of structure in top management means lot of flip"" (in 2 reviews)', -1]"
597,"System Administrator, School of Computing","National University of Singapore
4.1",4.1,$63K - $92K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""Good work life balance"" (in 10 reviews)', '""Decent Salary and workload."" (in 8 reviews)', '""Good culture and WFH is possible."" (in 5 reviews)', '""Friendly colleagues"" (in 4 reviews)', -1]","['""No work life balance as there is insufficient developers"" (in 10 reviews)', '""Salary is lower than open market."" (in 8 reviews)', '""Bad management, Infrastructure and Management"" (in 4 reviews)', -1, -1]"
598,Scientific Officer for AI Singapore (Technology),"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
599,Tech Engineer,"UBS AG
3.9",3.9,Employer Provided Salary:$8K - $17K,Singapore,3.6,3.2,4.1,3.6,3.9,"['""depends on your team but my current team has a good work life balance and a decent work from home options"" (in 119 reviews)', '""Salary is good, office is fine"" (in 123 reviews)', '""management is good"" (in 54 reviews)', '""good culture and projects to work on"" (in 92 reviews)', '""Great people to work with all trying their best to achieve the best results"" (in 74 reviews)']","['""No Work life balance especially in pandemic"" (in 119 reviews)', '""school, hierarchical, average salary, low opportunities"" (in 123 reviews)', '""Promises made by the management are false."" (in 54 reviews)', '""Employee friendly culture in my company"" (in 92 reviews)', '""Great team, good coffee, amazing people"" (in 74 reviews)']"
600,"Assistant / Associate Professor, Department of Computer Science","DigiPen Institute of Technology Singapore
3.6",3.6,Employer Provided Salary:$6K - $12K,Queenstown Estate,3.2,3.2,3.9,3.4,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
601,Corporate Secretarial Cum Director,Counto,-1,Employer Provided Salary:$2K - $4K,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
602,"Science, Chinese, English, Math Online Teachers Needed! (Work-from-Home)",Grade Solution Learning Centre,-1,Employer Provided Salary:$3K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
603,Vision AI (Computer Vision & ML) Intern,"Cynapse
3.5",3.5,Employer Provided Salary:$1K - $3K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 7 reviews)', '""Good work life balance"" (in 3 reviews)', '""Great working environment"" (in 3 reviews)', '""strong management"" (in 2 reviews)', -1]","['""Low pay, over worked, management do not work well with engineers."" (in 7 reviews)', '""no work life balance"" (in 3 reviews)', '""Management can be improved and team leads should be technically proficient enough"" (in 2 reviews)', '""Lack of structure in top management means lot of flip"" (in 2 reviews)', -1]"
604,AI Engineer for AI Singapore (AI Products),"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
